time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.9400000000000001,8.321891299999999e-08,1.4917683009140614e-07,2.1605489900561833e-07,2.5930694439662094e-07,2.729798244328596e-07,2.5930694439662084e-07,2.1605489900561817e-07,1.4917683009140603e-07
0.9500000000000001,8.4171068e-08,1.4657218507781327e-07,2.0798763983144083e-07,2.457295431387864e-07,2.565531704958901e-07,2.457295431387863e-07,2.0798763983144067e-07,1.4657218507781316e-07
0.96,8.5519817e-08,1.4387403833841075e-07,1.9870868727340467e-07,2.308456858710802e-07,2.391466136921095e-07,2.3084568587108016e-07,1.9870868727340449e-07,1.4387403833841064e-07
0.97,8.704592399999999e-08,1.4099948244240426e-07,1.8834525079774727e-07,2.1488789109858274e-07,2.210794830605407e-07,2.1488789109858266e-07,1.883452507977471e-07,1.4099948244240412e-07
0.98,8.869736300000001e-08,1.37772756042413e-07,1.7700145672470842e-07,1.9803864829020075e-07,2.025556638726429e-07,1.980386482902007e-07,1.7700145672470826e-07,1.3777275604241289e-07
0.99,9.04988e-08,1.3399466045303919e-07,1.6479250503939062e-07,1.8047220901605076e-07,1.837084198723655e-07,1.8047220901605069e-07,1.6479250503939046e-07,1.339946604530391e-07
1.0,9.224293499999999e-08,1.2959576985167786e-07,1.519601964838082e-07,1.6247863057442028e-07,1.6473616643610962e-07,1.6247863057442023e-07,1.5196019648380806e-07,1.295957698516778e-07
1.01,9.4040857e-08,1.2441028182735203e-07,1.3862024561141794e-07,1.4421738496734346e-07,1.456745515472243e-07,1.4421738496734343e-07,1.3862024561141786e-07,1.2441028182735195e-07
1.02,9.5814961e-08,1.1840294448753013e-07,1.249499011524701e-07,1.2590741865687797e-07,1.2660880570149487e-07,1.2590741865687794e-07,1.2494990115247e-07,1.1840294448753009e-07
1.03,9.738204100000001e-08,1.1170779112767226e-07,1.1121794636176944e-07,1.0785768952901379e-07,1.0772755779657777e-07,1.0785768952901375e-07,1.1121794636176939e-07,1.1170779112767222e-07
1.04,9.936361100000001e-08,1.0430619473873724e-07,9.74565782216098e-08,9.013399343314208e-08,8.900927377499879e-08,9.013399343314206e-08,9.745657822160979e-08,1.0430619473873723e-07
1.05,1.0219443999999999e-07,9.632802333682422e-08,8.373071652918172e-08,7.282152216632675e-08,7.04982702910013e-08,7.282152216632675e-08,8.373071652918172e-08,9.632802333682422e-08
1.06,1.0547634e-07,8.814633172733518e-08,7.02406283742846e-08,5.6121478307586486e-08,5.2407006884592125e-08,5.6121478307586486e-08,7.024062837428464e-08,8.814633172733521e-08
1.07,1.0869678e-07,8.012380031147248e-08,5.713176176917169e-08,4.015448451946769e-08,3.491587641425281e-08,4.015448451946769e-08,5.713176176917175e-08,8.012380031147252e-08
1.08,1.1163973e-07,7.25854840275203e-08,4.4530587750927e-08,2.4991511743325015e-08,1.819143440324898e-08,2.499151174332504e-08,4.453058775092711e-08,7.258548402752035e-08
1.09,1.1446745999999999e-07,6.57393768031372e-08,3.250496381437142e-08,1.061546352003399e-08,2.3287140137167874e-09,1.0615463520034043e-08,3.2504963814371526e-08,6.573937680313727e-08
1.1,1.1712706e-07,5.977743592416709e-08,2.1175722991966334e-08,-2.959110459837758e-09,-1.2551522631218844e-08,-2.959110459837758e-09,2.1175722991966466e-08,5.977743592416717e-08
1.11,1.1910044999999999e-07,5.490687504931704e-08,1.0768269834893765e-08,-1.5619153148929728e-08,-2.6257125519275135e-08,-1.5619153148929675e-08,1.0768269834893937e-08,5.490687504931712e-08
1.12,1.2005815000000002e-07,5.1168388123162485e-08,1.4533606055504206e-09,-2.7294851031521163e-08,-3.8682979987364264e-08,-2.729485103152111e-08,1.4533606055506059e-09,5.116838812316258e-08
1.1300000000000001,1.2007836e-07,4.850605622222472e-08,-6.589780755751175e-09,-3.7878108231099796e-08,-4.9738224347759604e-08,-3.787810823109974e-08,-6.58978075575099e-09,4.850605622222484e-08
1.1400000000000001,1.1988353e-07,4.668003896523999e-08,-1.3308784216799235e-08,-4.734159065825008e-08,-5.9464193871754075e-08,-4.734159065825e-08,-1.330878421679905e-08,4.668003896524011e-08
1.1500000000000001,1.2011768e-07,4.5467752306917764e-08,-1.86596500498659e-08,-5.560893581346046e-08,-6.789313591643152e-08,-5.560893581346038e-08,-1.8659650049865714e-08,4.546775230691788e-08
1.16,1.2083194e-07,4.4799897262027976e-08,-2.2530860135394008e-08,-6.247555217499862e-08,-7.49484506002025e-08,-6.247555217499854e-08,-2.2530860135393823e-08,4.479989726202812e-08
1.17,1.220292e-07,4.456279216241449e-08,-2.495800084852111e-08,-6.783194252495065e-08,-8.064233274189239e-08,-6.783194252495057e-08,-2.4958000848520924e-08,4.4562792162414624e-08
1.18,1.2349218e-07,4.477882213867622e-08,-2.594319405291211e-08,-7.150248970075946e-08,-8.48885033518288e-08,-7.150248970075938e-08,-2.5943194052911897e-08,4.477882213867635e-08
1.19,1.2528383e-07,4.5462505734613986e-08,-2.5573030434683428e-08,-7.338843780609973e-08,-8.762354467328468e-08,-7.338843780609968e-08,-2.557303043468319e-08,4.5462505734614105e-08
1.2,1.2773967e-07,4.6584046810748766e-08,-2.4041722548954213e-08,-7.351874418932053e-08,-8.884542623451466e-08,-7.351874418932045e-08,-2.4041722548953975e-08,4.658404681074887e-08
1.21,1.3071758e-07,4.826471383626771e-08,-2.1439639362459135e-08,-7.186132889432905e-08,-8.842386058379233e-08,-7.186132889432903e-08,-2.1439639362458897e-08,4.8264713836267814e-08
1.22,1.3376673e-07,5.068516997277115e-08,-1.7797805969304528e-08,-6.838327118795191e-08,-8.617212060961424e-08,-6.838327118795191e-08,-1.7797805969304343e-08,5.068516997277124e-08
1.23,1.3673866999999999e-07,5.390385124468031e-08,-1.3215890042895762e-08,-6.318585908540574e-08,-8.200505138356455e-08,-6.318585908540571e-08,-1.3215890042895603e-08,5.390385124468039e-08
