time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.5750000000000001,-9.678057999999999e-05,-9.441120307600027e-05,-9.309055209961878e-05,-9.246412501723055e-05,-9.225088000645043e-05,-9.246412501723055e-05,-9.309055209961878e-05,-9.441120307600027e-05
0.58,-9.845995e-05,-9.619995089079807e-05,-9.499340733135982e-05,-9.446330360583865e-05,-9.429295730723997e-05,-9.446330360583865e-05,-9.499340733135982e-05,-9.619995089079807e-05
0.585,-0.0001001535,-9.800223397966574e-05,-9.690429356924471e-05,-9.646573947079634e-05,-9.633766802398554e-05,-9.646573947079634e-05,-9.690429356924471e-05,-9.800223397966574e-05
0.59,-0.0001018614,-9.981819533132375e-05,-9.882318283319278e-05,-9.847102215241152e-05,-9.838412988178236e-05,-9.847102215241151e-05,-9.882318283319278e-05,-9.981819533132375e-05
0.595,-0.0001035834,-0.00010164749121181319,-0.00010074963300178863,-0.0001004783766428625,-0.00010043107934050656,-0.0001004783766428625,-0.00010074963300178863,-0.00010164749121181319
0.6,-0.0001053197,-0.0001034901622665021,-0.00010268365454753299,-0.00010248753061991751,-0.00010247775415450356,-0.00010248753061991751,-0.00010268365454753299,-0.0001034901622665021
0.605,-0.00010707019999999999,-0.00010534588631744942,-0.00010462495740670298,-0.00010449796147645417,-0.0001045231561547985,-0.00010449796147645416,-0.00010462495740670298,-0.00010534588631744942
0.61,-0.0001088348,-0.00010721428276522862,-0.00010657324742976721,-0.00010650919257726398,-0.00010656636302808106,-0.00010650919257726398,-0.00010657324742976721,-0.00010721428276522862
0.615,-0.00011061369999999999,-0.00010909521833448441,-0.00010852852313353001,-0.0001085210897021283,-0.00010860683947583525,-0.00010852108970212828,-0.00010852852313353001,-0.00010909521833448441
0.62,-0.0001124068,-0.00011098821357536967,-0.00011049047181564659,-0.000110533256676107,-0.00011064384615703759,-0.000110533256676107,-0.00011049047181564659,-0.00011098821357536967
0.625,-0.000114214,-0.00011289275074964094,-0.00011245876670833308,-0.00011254533204207405,-0.00011267674779957719,-0.00011254533204207405,-0.00011245876670833308,-0.00011289275074964094
0.63,-0.0001160355,-0.00011480858300211563,-0.00011443336479577062,-0.0001145572862798043,-0.00011470531953528584,-0.0001145572862798043,-0.00011443336479577062,-0.00011480858300211562
0.635,-0.0001178711,-0.00011673504295365189,-0.0001164138045093316,-0.00011656871889640572,-0.00011672905049401956,-0.0001165687188964057,-0.0001164138045093316,-0.00011673504295365189
0.64,-0.0001197209,-0.00011867175185931605,-0.00011839990416976151,-0.00011857955607516113,-0.00011874784510069599,-0.00011857955607516113,-0.00011839990416976151,-0.00011867175185931605
0.645,-0.0001215848,-0.00012061812857455488,-0.00012039126145809153,-0.00012058954921868917,-0.00012076152234340867,-0.00012058954921868917,-0.00012039126145809153,-0.00012061812857455488
0.65,-0.0001234629,-0.00012257379812077466,-0.00012238765338994377,-0.00012259867363655487,-0.00012277021224793797,-0.00012259867363655484,-0.00012238765338994377,-0.00012257379812077466
0.655,-0.0001253551,-0.00012453819954406586,-0.00012438863743097003,-0.00012460672803631538,-0.00012477395037358786,-0.00012460672803631538,-0.00012438863743097003,-0.00012453819954406586
0.66,-0.0001272615,-0.0001265109936854742,-0.00012639395395977647,-0.00012661373478792408,-0.0001267730704976742,-0.00012661373478792408,-0.00012639395395977644,-0.0001265109936854742
0.665,-0.0001291821,-0.00012849176944673696,-0.0001284032294781355,-0.00012861964038445646,-0.00012876789525806756,-0.00012861964038445646,-0.0001284032294781355,-0.00012849176944673696
0.67,-0.00013111670000000002,-0.0001304799492362954,-0.0001304158807058915,-0.00013062421602265417,-0.00013075862503801193,-0.00013062421602265417,-0.0001304158807058915,-0.0001304799492362954
