time,X_ground_disp,X_floor_1_abs,X_floor_2_abs,X_floor_3_abs,X_floor_4_abs,X_floor_5_abs,X_floor_6_abs,X_floor_7_abs
0.545,1.329953e-06,1.2530513285487996e-06,1.1961195819907624e-06,1.1609918843831564e-06,1.1487747559938692e-06,1.1609918843831562e-06,1.1961195819907626e-06,1.2530513285487996e-06
0.55,1.3546000000000001e-06,1.2777972734746546e-06,1.221534591433227e-06,1.1871720210712434e-06,1.1752355301509683e-06,1.1871720210712434e-06,1.221534591433227e-06,1.2777972734746546e-06
0.555,1.379478e-06,1.3028172466348047e-06,1.247236370190906e-06,1.2136389321649898e-06,1.2019999581862131e-06,1.2136389321649896e-06,1.247236370190906e-06,1.3028172466348047e-06
0.56,1.40459e-06,1.3281180627898427e-06,1.273225804357427e-06,1.240386433995256e-06,1.2290598617756484e-06,1.240386433995256e-06,1.273225804357427e-06,1.3281180627898427e-06
0.5650000000000001,1.429933e-06,1.3537067423909167e-06,1.2995044268884382e-06,1.2674095357050735e-06,1.256407591149205e-06,1.2674095357050735e-06,1.2995044268884384e-06,1.3537067423909167e-06
0.5700000000000001,1.455497e-06,1.3795882888211156e-06,1.326072410858169e-06,1.2947024951919151e-06,1.284034116955079e-06,1.2947024951919151e-06,1.3260724108581693e-06,1.3795882888211156e-06
0.5750000000000001,1.481272e-06,1.4057671820914765e-06,1.3529303119248468e-06,1.3222606060709228e-06,1.3119308846204702e-06,1.3222606060709226e-06,1.352930311924847e-06,1.4057671820914765e-06
0.58,1.507256e-06,1.4322486876210034e-06,1.3800805588140494e-06,1.3500817127538023e-06,1.340091424406391e-06,1.3500817127538023e-06,1.3800805588140496e-06,1.4322486876210034e-06
0.585,1.533452e-06,1.4590326287957871e-06,1.4075212689793363e-06,1.3781600364469033e-06,1.3685052965722714e-06,1.3781600364469033e-06,1.4075212689793363e-06,1.4590326287957871e-06
0.59,1.559869e-06,1.4861170653763363e-06,1.4352498135005317e-06,1.406489741569416e-06,1.3971617969662431e-06,1.406489741569416e-06,1.4352498135005317e-06,1.4861170653763363e-06
0.595,1.586519e-06,1.5135011888533214e-06,1.4632655150460697e-06,1.4350676334586542e-06,1.4260528096544657e-06,1.4350676334586542e-06,1.4632655150460699e-06,1.5135011888533216e-06
0.6,1.6134090000000001e-06,1.5411819606378166e-06,1.4915660803727631e-06,1.4638895876532995e-06,1.4551694003327965e-06,1.4638895876532995e-06,1.4915660803727631e-06,1.5411819606378166e-06
0.605,1.6405430000000001e-06,1.5691575843642704e-06,1.5201509166608739e-06,1.4929538586118424e-06,1.4845052914418473e-06,1.4929538586118424e-06,1.5201509166608739e-06,1.5691575843642704e-06
0.61,1.66792e-06,1.5974242619665846e-06,1.5490177798365851e-06,1.5222577117496443e-06,1.5140536550603076e-06,1.5222577117496443e-06,1.5490177798365851e-06,1.5974242619665848e-06
0.615,1.6955400000000002e-06,1.6259789044249953e-06,1.5781654063530396e-06,1.551800030529552e-06,1.543809868633806e-06,1.551800030529552e-06,1.5781654063530396e-06,1.6259789044249953e-06
0.62,1.723404e-06,1.6548155299542952e-06,1.6075898059418494e-06,1.5815775746586363e-06,1.5737679029388923e-06,1.5815775746586363e-06,1.6075898059418494e-06,1.6548155299542952e-06
0.625,1.751518e-06,1.6839289205212662e-06,1.6372877613408534e-06,1.6115884395296879e-06,1.6039238879198873e-06,1.6115884395296879e-06,1.6372877613408536e-06,1.6839289205212664e-06
0.63,1.779885e-06,1.7133113877427222e-06,1.6672534058993522e-06,1.6418285915164361e-06,1.634272727552056e-06,1.6418285915164361e-06,1.6672534058993522e-06,1.7133113877427222e-06
0.635,1.808502e-06,1.7429564767699891e-06,1.6974818010336865e-06,1.6722954067442247e-06,1.6648116895945298e-06,1.6722954067442247e-06,1.6974818010336867e-06,1.7429564767699891e-06
0.64,1.8373590000000001e-06,1.7728603739912106e-06,1.727970347853025e-06,1.702989045281163e-06,1.6955417996438249e-06,1.7029890452811633e-06,1.7279703478530252e-06,1.7728603739912106e-06
0.645,1.8664389999999998e-06,1.8030169763778556e-06,1.7587139884376144e-06,1.7339076124943618e-06,1.7264629893472151e-06,1.7339076124943618e-06,1.7587139884376144e-06,1.8030169763778556e-06
0.65,1.89573e-06,1.8334207216248808e-06,1.7897081864173073e-06,1.7650500915467468e-06,1.7575769814299308e-06,1.7650500915467468e-06,1.7897081864173076e-06,1.8334207216248808e-06
0.655,1.92523e-06,1.8640649284502748e-06,1.820947321276629e-06,1.7964146841844596e-06,1.7888855506380966e-06,1.7964146841844596e-06,1.8209473212766291e-06,1.8640649284502748e-06
0.66,1.954946e-06,1.8949404972047868e-06,1.852423282698065e-06,1.827997350404347e-06,1.8203889550808478e-06,1.827997350404347e-06,1.852423282698065e-06,1.8949404972047868e-06
0.665,1.984891e-06,1.9260389090740432e-06,1.8841282473596461e-06,1.8597945360163815e-06,1.8520885330316289e-06,1.8597945360163817e-06,1.8841282473596461e-06,1.9260389090740432e-06
0.67,2.015073e-06,1.9573511068372984e-06,1.9160533264465376e-06,1.8918017771185946e-06,1.8839851601447592e-06,1.8918017771185948e-06,1.9160533264465376e-06,1.9573511068372984e-06
0.675,2.045489e-06,1.9888705853038575e-06,1.948191559059468e-06,1.924016656482593e-06,1.916082048455315e-06,1.924016656482593e-06,1.948191559059468e-06,1.9888705853038575e-06
0.68,2.076123e-06,2.0205926871898404e-06,1.9805373278609034e-06,1.9564381806104956e-06,1.948383960490301e-06,1.9564381806104956e-06,1.9805373278609034e-06,2.0205926871898404e-06
0.685,2.106956e-06,2.052514383876956e-06,2.0130864314303413e-06,1.9890668032789704e-06,1.9808970680327936e-06,1.9890668032789704e-06,2.0130864314303413e-06,2.052514383876956e-06
0.6900000000000001,2.13798e-06,2.0846319547573457e-06,2.0458340276061074e-06,2.0219023010640897e-06,2.013626664050596e-06,2.0219023010640897e-06,2.0458340276061074e-06,2.0846319547573457e-06
0.6950000000000001,2.169204e-06,2.1169368437905176e-06,2.0787705250639205e-06,2.0549395817926127e-06,2.046572814364859e-06,2.0549395817926127e-06,2.0787705250639205e-06,2.1169368437905176e-06
0.7000000000000001,2.200656e-06,2.1494221559719353e-06,2.1118878199114668e-06,2.088174833276248e-06,2.0797363637480555e-06,2.088174833276248e-06,2.1118878199114668e-06,2.1494221559719353e-06
0.705,2.232363e-06,2.182079268895837e-06,2.1451755052149018e-06,2.121601653698218e-06,2.1131149459000437e-06,2.121601653698218e-06,2.1451755052149018e-06,2.182079268895837e-06
0.71,2.264341e-06,2.2149054538040917e-06,2.178628196984831e-06,2.1552183090095147e-06,2.14671014744976e-06,2.1552183090095147e-06,2.1786281969848312e-06,2.2149054538040917e-06
